City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Kosino,RU,58.4127,51.2782,14.43,85,7,8.23,clear sky
700,Kirakira,SB,-10.4544,161.9205,81.23,81,99,7.78,light rain
701,Oyama,JP,36.3,139.8,53.58,46,24,3.36,few clouds
702,Sterlibashevo,RU,53.4376,55.2578,25.47,96,100,16.13,light snow
703,Vila Do Maio,CV,15.1333,-23.2167,77.79,76,65,8.19,broken clouds
704,South Sioux City,US,42.4739,-96.4136,24.75,62,75,25.32,broken clouds
705,Port Hardy,CA,50.6996,-127.4199,50.18,53,0,13.8,clear sky
706,Kasamwa,TZ,-2.85,32.4333,66.06,92,100,1.88,light rain
707,Torbat-E Jam,IR,35.244,60.6225,55.58,35,100,3.62,overcast clouds
708,Port Hedland,AU,-20.3167,118.5667,75.25,46,0,16.11,clear sky
709,Wajima,JP,37.4,136.9,50.68,93,20,2.3,few clouds
710,Satun,TH,6.8333,100.0,77.0,94,98,2.33,overcast clouds
711,Cambuci,BR,-21.5753,-41.9111,66.47,87,44,0.69,scattered clouds
712,Suslovo,RU,56.2167,88.1167,12.47,91,100,3.42,overcast clouds
713,Hami,CN,42.8,93.45,34.5,69,78,7.58,broken clouds
714,Paignton,GB,50.4357,-3.5679,49.71,94,41,11.01,scattered clouds
715,Pangai,TO,-19.8,-174.35,80.71,69,40,4.61,scattered clouds
716,Sungairaya,ID,0.7,108.9,77.76,87,100,3.36,overcast clouds
717,Kriel,ZA,-26.2739,29.2253,65.77,40,15,4.12,few clouds
718,Dong Xoai,VN,11.5333,106.9167,74.97,94,100,2.73,overcast clouds
